filt,dist,age,feh,runs,age_bin,feh_meas,massdiff
WFIRST_X625,4,9.30,-1.80,3,9.35,-1.85,0.0412
WFIRST_X625,4,9.30,-1.80,3,9.40,-1.749,0.0876
WFIRST_X625,4,9.30,-1.80,3,9.45,0.0,0.0
WFIRST_X625,4,9.30,-1.80,3,9.50,0.0,0.0
WFIRST_X625,4,9.30,-1.80,3,9.55,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,8.40,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,8.45,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,8.50,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,8.55,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,8.60,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,8.65,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,8.70,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,8.75,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,8.80,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,8.85,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,8.90,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,8.95,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,9.00,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,9.05,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,9.10,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,9.15,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,9.20,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,9.25,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,9.30,-1.7930000000000001,0.8054
WFIRST_X625,4,9.30,-1.80,4,9.35,-1.778,0.1234
WFIRST_X625,4,9.30,-1.80,4,9.40,-1.777,0.0712
WFIRST_X625,4,9.30,-1.80,4,9.45,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,9.50,0.0,0.0
WFIRST_X625,4,9.30,-1.80,4,9.55,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,8.40,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,8.45,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,8.50,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,8.55,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,8.60,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,8.65,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,8.70,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,8.75,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,8.80,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,8.85,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,8.90,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,8.95,-1.45,9.999999999998899e-05
WFIRST_X625,4,9.30,-1.80,5,9.00,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,9.05,-1.75,9.999999999998899e-05
WFIRST_X625,4,9.30,-1.80,5,9.10,-2.05,9.999999999998899e-05
WFIRST_X625,4,9.30,-1.80,5,9.15,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,9.20,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,9.25,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,9.30,-1.79,0.878
WFIRST_X625,4,9.30,-1.80,5,9.35,-1.75,0.018500000000000003
WFIRST_X625,4,9.30,-1.80,5,9.40,-1.775,0.1032
WFIRST_X625,4,9.30,-1.80,5,9.45,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,9.50,0.0,0.0
WFIRST_X625,4,9.30,-1.80,5,9.55,0.0,1.1102230246251565e-16
WFIRST_X625,4,9.30,-1.80,6,8.40,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,8.45,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,8.50,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,8.55,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,8.60,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,8.65,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,8.70,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,8.75,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,8.80,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,8.85,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,8.90,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,8.95,-0.703,9.999999999998899e-05
WFIRST_X625,4,9.30,-1.80,6,9.00,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,9.05,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,9.10,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,9.15,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,9.20,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,9.25,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,9.30,-1.788,0.8593
WFIRST_X625,4,9.30,-1.80,6,9.35,-1.85,0.015000000000000013
WFIRST_X625,4,9.30,-1.80,6,9.40,-1.788,0.1256
WFIRST_X625,4,9.30,-1.80,6,9.45,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,9.50,0.0,0.0
WFIRST_X625,4,9.30,-1.80,6,9.55,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,8.40,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,8.45,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,8.50,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,8.55,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,8.60,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,8.65,-0.75,0.0
WFIRST_X625,4,9.30,-1.80,7,8.70,0.15,0.0
WFIRST_X625,4,9.30,-1.80,7,8.75,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,8.80,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,8.85,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,8.90,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,8.95,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,9.00,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,9.05,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,9.10,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,9.15,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,9.20,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,9.25,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,9.30,-1.791,0.8044
WFIRST_X625,4,9.30,-1.80,7,9.35,-1.775,0.1662
WFIRST_X625,4,9.30,-1.80,7,9.40,-1.7630000000000001,0.0294
