filt,dist,age,feh,age_bin,feh_meas_mean,feh_meas_std,feh_meas_median,massdiff_mean,massdiff_std,massdiff_median
WFIRST_X606,4,9.3,-0.8,9.05,-0.30010000000000003,0.4408479216237727,0.0,4.999999999999449e-05,0.00014999999999998348,0.0
WFIRST_X606,4,9.3,-0.8,9.1,-0.2105,0.4415226494756527,0.0,9.9999999999989e-06,2.9999999999996697e-05,0.0
WFIRST_X606,4,9.3,-0.8,9.15,-0.31500000000000006,0.5740426813399855,0.0,0.00010000000000000009,0.0003000000000000003,0.0
WFIRST_X606,4,9.3,-0.8,9.2,-0.8549999999999999,0.6947841391396323,-0.75,0.00026999999999999247,0.00047549973711874066,4.99999999999945e-05
WFIRST_X606,4,9.3,-0.8,9.25,-0.63,0.3179622619116929,-0.75,0.01657000000000001,0.02904761780249801,0.0040500000000000536
WFIRST_X606,4,9.3,-0.8,9.3,-0.7982,0.002638181191654614,-0.797,0.93865,0.04957852861874785,0.9549
WFIRST_X606,4,9.3,-0.8,9.35,-0.7255,0.4416705219957519,-0.7665,0.01065,0.018575481151238048,0.0
WFIRST_X606,4,9.3,-0.8,9.4,-0.4465,0.44770911315272555,-0.425,0.0068800000000000016,0.011138563641690974,0.0
WFIRST_X606,4,9.3,-0.8,9.45,-0.5651,0.4043801305702346,-0.85,0.0107,0.014877634220533854,0.0026999999999999993
WFIRST_X606,4,9.3,-0.8,9.5,-0.8683,0.29438208165579643,-0.95,0.012629999999999999,0.01254902785079386,0.0091
WFIRST_X606,4,9.3,-0.8,9.55,-1.1471,0.31905844292229596,-1.0645,0.003410000000000002,0.003983829815642259,0.0017999999999999683
WFIRST_X606,4,9.3,-0.5,8.4,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.5,8.45,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.5,8.55,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.5,8.6,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.5,8.65,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.5,8.7,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.5,8.75,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.5,8.8,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.5,8.85,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.5,8.9,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.5,8.95,-0.045,0.135,0.0,1.99999999999978e-05,5.9999999999993395e-05,0.0
WFIRST_X606,4,9.3,-0.5,9.0,-0.025,0.07500000000000001,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.5,9.05,-0.01,0.02,0.0,8.00000000000023e-05,0.00018330302779824494,0.0
WFIRST_X606,4,9.3,-0.5,9.1,-0.025,0.07500000000000001,0.0,6.0000000000004494e-05,0.00018000000000001348,0.0
WFIRST_X606,4,9.3,-0.5,9.15,-0.11499999999999999,0.18848076824970764,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.5,9.2,-0.2447,0.26653857131754866,-0.175,0.000770000000000004,0.0019708120153885955,0.0
WFIRST_X606,4,9.3,-0.5,9.25,-0.3699,0.20066013555263038,-0.45,0.0123,0.017753703838917667,0.005549999999999999
WFIRST_X606,4,9.3,-0.5,9.3,-0.4988,0.0015362291495736968,-0.4985,0.91863,0.03442551524668877,0.91655
WFIRST_X606,4,9.3,-0.5,9.35,-0.4852,0.03468371375732421,-0.487,0.038000000000000006,0.03496100685048988,0.031950000000000006
WFIRST_X606,4,9.3,-0.5,9.4,-0.3105,0.4193583789552798,0.0,0.00184,0.003655188093655373,0.0
WFIRST_X606,4,9.3,-0.5,9.45,-0.5816000000000001,0.19772415128152657,-0.65,0.02349,0.015945685936954862,0.023100000000000002
WFIRST_X606,4,9.3,-0.5,9.5,-0.3882,0.3234766761298255,-0.55,0.00428,0.004272423200011909,0.00455
WFIRST_X606,4,9.3,-0.5,9.55,-0.49499999999999994,0.6198588549016623,-0.175,0.0005300000000000082,0.0007211795892840955,5.5511151231257815e-17
WFIRST_X606,4,9.3,-0.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.2,8.45,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.2,8.5,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.2,8.55,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.2,8.65,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.2,8.75,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.2,8.85,0.015,0.045,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.2,8.9,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.2,8.95,0.015,0.045,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,-0.2,9.0,-0.02,0.045825756949558406,0.0,3.999999999999559e-05,9.165151389910671e-05,0.0
WFIRST_X606,4,9.3,-0.2,9.05,-0.049699999999999994,0.11336141318808618,0.0,9.9999999999989e-06,2.9999999999996697e-05,0.0
WFIRST_X606,4,9.3,-0.2,9.1,-0.025,0.1101135777277262,0.0,7.00000000000034e-05,0.00014177446878758067,0.0
WFIRST_X606,4,9.3,-0.2,9.15,-0.015000000000000003,0.03201562118716425,0.0,0.0017099999999999893,0.0021878985351245117,0.0006499999999999839
WFIRST_X606,4,9.3,-0.2,9.2,-0.05900000000000001,0.06268173577685927,-0.045,0.0035800000000000055,0.006576442807475805,0.0
WFIRST_X606,4,9.3,-0.2,9.25,-0.091,0.08791473141629905,-0.1,0.0032499999999999972,0.004451348110404308,0.0021999999999999797
WFIRST_X606,4,9.3,-0.2,9.3,-0.19899999999999998,0.0010000000000000065,-0.19899999999999998,0.9675100000000001,0.023668436788262956,0.96925
WFIRST_X606,4,9.3,-0.2,9.35,-0.2206,0.18068381222455984,-0.21199999999999997,0.010719999999999999,0.01705706891584835,0.00014999999999999996
WFIRST_X606,4,9.3,-0.2,9.4,-0.4384,0.6102712839385448,-0.225,0.0002599999999999998,0.0004673328578219167,0.0
WFIRST_X606,4,9.3,-0.2,9.45,-0.2672,0.20799653843273452,-0.3,0.010879999999999999,0.016019163523729944,0.0005499999999999999
WFIRST_X606,4,9.3,-0.2,9.5,-0.2364,0.3333047254390492,0.0,0.0008299999999999998,0.0013061776295741707,0.0
WFIRST_X606,4,9.3,-0.2,9.55,-0.46020000000000005,0.5922857080835229,-0.1465,0.0011400000000000188,0.001929870461974075,4.99999999999945e-05
WFIRST_X606,4,9.3,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.0,8.45,0.015,0.045,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.0,8.5,0.015,0.045,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.0,8.55,0.015,0.045,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.0,8.65,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.0,8.85,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.0,8.95,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.0,9.05,-0.0191,0.15244438330092716,0.0,0.00010000000000000009,0.0002049390153191965,0.0
WFIRST_X606,4,9.3,0.0,9.1,-0.04,0.17146428199482247,0.0,0.00020000000000000017,0.0005347896782848451,0.0
WFIRST_X606,4,9.3,0.0,9.15,-0.045000000000000005,0.16948451256678293,0.0,0.00020000000000000017,0.0006000000000000006,0.0
WFIRST_X606,4,9.3,0.0,9.2,-0.030000000000000006,0.21470910553583888,0.0,0.0018900000000000028,0.005344988306816029,0.0
WFIRST_X606,4,9.3,0.0,9.25,0.0316,0.048652235303221165,0.025,0.008440000000000003,0.015024659729924006,0.0
WFIRST_X606,4,9.3,0.0,9.3,0.0004,0.002870540018881465,0.001,0.8676299999999999,0.03705431283939833,0.8689
WFIRST_X606,4,9.3,0.0,9.35,-0.0032,0.03508503954679259,0.003,0.05730999999999999,0.022464836968026276,0.05554999999999999
WFIRST_X606,4,9.3,0.0,9.4,-0.19990000000000002,0.41685739767935026,-0.05,0.013179999999999997,0.029106418536123606,0.0002500000000000002
WFIRST_X606,4,9.3,0.0,9.45,-0.09789999999999999,0.13053616357163253,-0.05,0.03209,0.034171580297083136,0.0223
WFIRST_X606,4,9.3,0.0,9.5,-0.13129999999999997,0.07188330821546822,-0.15,0.01593,0.020034822185385125,0.00765
WFIRST_X606,4,9.3,0.0,9.55,-0.4981,0.6440205664417868,-0.2,0.0030300000000000105,0.006926333806567531,0.0
WFIRST_X606,4,9.3,0.1,8.4,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.1,8.45,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.1,8.5,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.1,8.55,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.1,8.6,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.1,8.65,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.1,8.7,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.1,8.75,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.1,8.8,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.1,8.85,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.1,8.9,0.0,0.0,0.0,0.0,0.0,0.0
