filt,dist,age,feh,age_bin,feh_meas_mean,feh_meas_std,feh_meas_median,massdiff_mean,massdiff_std,massdiff_median,feh_weighted,age_weighted
WFIRST_X606,4.0,9.7,0.0,9.65,0.0162,0.04006195202433352,0.025,0.02016,0.022375665353235874,0.012149999999999996,0.000326592,0.19454400000000002
WFIRST_X606,4.0,9.7,0.0,9.7,0.0019000000000000002,0.004784349485562274,0.001,0.89075,0.06391496303683514,0.9109,0.0016924250000000002,8.640274999999999
WFIRST_X606,4.0,9.7,0.0,9.75,-0.006,0.04820788317277581,-0.025,0.02901,0.049646076380717136,0.0075,-0.00017406,0.28284750000000003
WFIRST_X606,4.0,9.7,0.1,9.6,0.06,0.07348469228349534,0.0,0.007220000000000004,0.011511455164313508,0.0,0.00043320000000000023,0.06931200000000004
WFIRST_X606,4.0,9.7,0.1,9.65,0.0928,0.06717261346709684,0.139,0.03852000000000001,0.03754934886253023,0.026100000000000012,0.0035746560000000007,0.37171800000000016
WFIRST_X606,4.0,9.7,0.1,9.7,0.09709999999999999,0.0020223748416156703,0.0975,0.9008,0.034862902919866,0.9042,0.08746767999999999,8.73776
WFIRST_X606,4.0,9.7,0.1,9.75,0.064,0.06296030495478878,0.05,0.01901,0.0254889564321492,0.0029500000000000012,0.00121664,0.1853475
WFIRST_X606,4.0,9.9,-2.2,9.8,-0.21800000000000003,0.654,0.0,0.0008199999999999985,0.002459999999999995,0.0,-0.00017875999999999968,0.008035999999999986
WFIRST_X606,4.0,9.9,-2.2,9.85,-1.5176000000000003,0.9949285602494281,-2.15,0.015110000000000002,0.015444316106581084,0.013400000000000025,-0.022930936000000006,0.1488335
WFIRST_X606,4.0,9.9,-2.2,9.9,-2.2011,0.0025475478405714326,-2.2,0.9635300000000001,0.027457168462898706,0.9660500000000001,-2.120825883,9.538947000000002
